Report Information
Report ID,terminal_report_1765480336566
Report Name,"Terminal Output Report (12/12/2025, 12:42:16 AM)"
Description,Generated from current terminal session with 194 requests
Version,1.0.0
Author,UDS Simulator
Tags,"terminal, live-session"

Summary Statistics
Total Requests,194
Total Responses,194
Successful Responses,170
Negative Responses (NRC),24
Success Rate (%),87.63
Test Duration,3m 13s
Start Time,"12/18/2024, 11:03:20 AM"
End Time,"12/18/2024, 11:06:33 AM"

NRC Breakdown
NRC Code,Description,Count,Percentage (%)
0x70,Upload/Download Not Accepted,2,8.33
0x33,Security Access Denied,1,4.17
0x13,Incorrect Message Length,8,33.33
0x31,Request Out of Range,8,33.33
0x22,Conditions Not Correct,2,8.33
0x24,Request Sequence Error,3,12.50


Test Log (Detailed Request/Response Data)
Index,Timestamp,Request SID,Request SubFunction,Request Data,Request Description,Response SID,Response Data,Response Status,NRC Code,NRC Description,Duration (ms)
158,"12/18/2024, 11:05:57 AM",0x35,,00 44 00 0F FF 00 00 00 01 00,TC-28.4: Boundary Test - End of Flash Code region (address=0x000FFF00) Size=256 bytes - Expect Success 0x75,0x35,75 20 10 00,Success,,,30980122783.00
159,"12/18/2024, 11:05:58 AM",0x37,,,TC-28.5: Transfer Exit,0x37,77,Success,,,30980122942.00
160,"12/18/2024, 11:05:59 AM",0x10,0x01,,[SETUP] Reset to Default for TC-29,0x10,50 01 00 32 01 F4,Success,,,30980123106.00
161,"12/18/2024, 11:06:00 AM",0x10,0x02,,TC-29.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980123271.00
162,"12/18/2024, 11:06:01 AM",0x27,0x01,,TC-29.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980123459.00
163,"12/18/2024, 11:06:02 AM",0x27,0x02,B7 6E A6 77,TC-29.3: Send key,0x27,67 02,Success,,,30980123804.00
164,"12/18/2024, 11:06:03 AM",0x35,,00 44 00 10 00 00 00 00 00 01,TC-29.4: Minimum Size - Smallest valid upload (1 byte) - Expect Success 0x75,0x35,75 20 10 00,Success,,,30980123972.00
165,"12/18/2024, 11:06:04 AM",0x37,,,TC-29.5: Transfer Exit,0x37,77,Success,,,30980124139.00
166,"12/18/2024, 11:06:05 AM",0x10,0x01,,[SETUP] Reset to Default for TC-30,0x10,50 01 00 32 01 F4,Success,,,30980124315.00
167,"12/18/2024, 11:06:06 AM",0x10,0x02,,TC-30.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980124486.00
168,"12/18/2024, 11:06:07 AM",0x27,0x01,,TC-30.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980124716.00
169,"12/18/2024, 11:06:08 AM",0x27,0x02,B7 6E A6 77,TC-30.3: Send key,0x27,67 02,Success,,,30980125014.00
170,"12/18/2024, 11:06:09 AM",0x35,,00 11 10 10,"TC-30.4: ALFID 0x11 (1+1 byte) - Addr=0x10, Size=0x10 - Expect Success 0x75",0x35,7F 35 31,NRC,0x31,Request Out of Range,30980125262.00
171,"12/18/2024, 11:06:10 AM",0x37,,,TC-30.5: Transfer Exit,0x37,7F 37 24,NRC,0x24,Request Sequence Error,30980125512.00
172,"12/18/2024, 11:06:11 AM",0x10,0x01,,[SETUP] Reset to Default for TC-31,0x10,50 01 00 32 01 F4,Success,,,30980125861.00
173,"12/18/2024, 11:06:12 AM",0x10,0x02,,TC-31.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980126074.00
174,"12/18/2024, 11:06:13 AM",0x27,0x01,,TC-31.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980126254.00
175,"12/18/2024, 11:06:14 AM",0x27,0x02,B7 6E A6 77,TC-31.3: Send key,0x27,67 02,Success,,,30980126513.00
176,"12/18/2024, 11:06:15 AM",0x35,,00 24 00 10 00 00 10 00,"TC-31.4: ALFID 0x24 (4-byte addr, 2-byte size) - Addr=0x00100000, Size=0x1000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980126820.00
177,"12/18/2024, 11:06:16 AM",0x37,,,TC-31.5: Transfer Exit,0x37,77,Success,,,30980127012.00
178,"12/18/2024, 11:06:17 AM",0x10,0x01,,[SETUP] Reset to Default for TC-32,0x10,50 01 00 32 01 F4,Success,,,30980127203.00
179,"12/18/2024, 11:06:18 AM",0x10,0x02,,TC-32.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980127376.00
180,"12/18/2024, 11:06:19 AM",0x27,0x01,,TC-32.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980127555.00
181,"12/18/2024, 11:06:20 AM",0x27,0x02,B7 6E A6 77,TC-32.3: Send key,0x27,67 02,Success,,,30980127751.00
182,"12/18/2024, 11:06:21 AM",0x35,,00 42 10 00 00 00 10 00,"TC-32.4: ALFID 0x42 (2-byte addr, 4-byte size) - Addr=0x1000, Size=0x00001000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980128028.00
183,"12/18/2024, 11:06:22 AM",0x37,,,TC-32.5: Transfer Exit,0x37,77,Success,,,30980128224.00
184,"12/18/2024, 11:06:23 AM",0x10,0x01,,[SETUP] Reset to Default for TC-33 - Multi-Region Upload Integration Test,0x10,50 01 00 32 01 F4,Success,,,30980128430.00
185,"12/18/2024, 11:06:24 AM",0x10,0x02,,TC-33.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980128629.00
186,"12/18/2024, 11:06:25 AM",0x27,0x01,,TC-33.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980128834.00
187,"12/18/2024, 11:06:26 AM",0x27,0x02,B7 6E A6 77,TC-33.3: Send key,0x27,67 02,Success,,,30980129030.00
188,"12/18/2024, 11:06:27 AM",0x35,,00 44 00 00 00 00 00 00 10 00,TC-33.4: Multi-Region - Upload Region 1: Flash Code 0x00000000 - Expect Success,0x35,7F 35 31,NRC,0x31,Request Out of Range,30980129246.00
189,"12/18/2024, 11:06:28 AM",0x37,,,TC-33.5: Transfer Exit Region 1,0x37,7F 37 24,NRC,0x24,Request Sequence Error,30980129437.00
190,"12/18/2024, 11:06:29 AM",0x35,,00 44 00 10 00 00 00 00 10 00,TC-33.6: Multi-Region - Upload Region 2: Calibration Public 0x00100000 - Expect Success,0x35,75 20 10 00,Success,,,30980129625.00
191,"12/18/2024, 11:06:30 AM",0x37,,,TC-33.7: Transfer Exit Region 2,0x37,77,Success,,,30980129919.00
192,"12/18/2024, 11:06:31 AM",0x35,,00 44 00 20 00 00 00 00 20 00,TC-33.8: Multi-Region - Upload Region 3: OEM Calibration 0x00200000 - Expect Success,0x35,75 20 10 00,Success,,,30980130118.00
193,"12/18/2024, 11:06:32 AM",0x37,,,TC-33.9: Transfer Exit Region 3 - Complete multi-region backup,0x37,77,Success,,,30980130325.00
194,"12/18/2024, 11:06:33 AM",0x10,0x01,,[FINAL] Reset to Default Session - Test Suite Complete,0x10,50 01 00 32 01 F4,Success,,,30980130515.00
